NOx	Pb	O3	CO	longitude	CH4	TEMP	PAHs	warning	SO2	NH3	CFCs	C2H3NO5	PM2.5	PRES	PM10	H2CO	latitude
7.58921	51.44394	9.85085	5.87929	10.5511	9.39681	1.45129	5.82386	1.00000	6.98734	8.28055	72.79388	4.04030	9.17094	1137.50432	7.46372	46.24952	52.47774
8.63780	48.97518	8.40046	6.14346	84.13864	8.10182	26.48791	4.82786	0.00000	6.48081	11.06685	68.60814	6.80539	10.99766	1161.56780	8.49454	48.89066	22.88783
6.66661	39.45457	8.38744	4.92925	32.86389	7.33205	15.30075	5.81032	0.00000	7.51649	9.16091	71.42519	3.81300	6.36140	1142.15110	7.20589	55.09296	53.95278
7.87057	64.28602	6.51505	8.71306	75.11937	8.19059	41.77314	9.00576	1.00000	6.48661	6.87830	72.54535	8.62453	6.23084	1098.54435	8.55949	61.01490	20.88098
7.10198	75.20502	6.75787	6.99362	-90.10674	8.62378	20.39050	6.15484	0.00000	7.02737	7.96149	71.42077	3.73889	5.54544	1166.57703	7.41546	74.16470	29.84576
7.02677	33.72649	13.24146	5.80078	-76.78319	7.65384	7.02141	8.79176	0.00000	9.11704	4.21757	63.75570	2.90131	4.50936	1172.23785	7.37802	55.81367	18.00747
8.58648	58.32620	7.97533	7.56149	146.05093	7.66081	14.85939	6.48552	1.00000	8.44461	9.09925	51.69212	2.30434	6.00929	1178.58011	7.06462	49.45718	-34.28853
7.25233	50.68389	3.13127	5.60420	126.665	6.89828	23.15049	3.41295	0.00000	7.94961	8.02680	71.11172	2.44046	6.78292	1060.01190	6.66736	53.86891	36.6009
6.35115	61.64485	9.30730	4.60916	3.20639	7.80014	15.55230	6.66808	1.00000	6.66056	11.69072	68.62646	1.11747	9.97076	1152.11197	5.93658	40.72371	50.74497
8.01473	47.29616	9.94294	4.80226	-13.2356	7.77940	19.43315	7.42289	1.00000	9.12500	9.76860	67.80119	3.25957	7.57203	1121.54665	6.92962	39.24907	8.48714
10.26624	44.39370	10.05793	4.05677	2.2469	6.78519	7.40596	6.76944	1.00000	6.13050	8.72641	54.29026	9.69761	9.97409	1183.40967	8.90847	40.49494	48.90472
8.22764	36.39138	8.06042	8.06424	-71.8023	7.66195	18.76710	8.49165	1.00000	6.51840	6.36059	81.22252	4.10077	7.74232	1104.94270	7.07452	65.72643	42.58342
7.11137	43.22559	6.89539	6.97180	-82.35176	7.49494	29.94845	6.13247	0.00000	7.52391	7.10275	69.83747	6.83944	5.51237	1144.38214	8.28792	63.95308	27.71809
5.37506	51.02548	8.04034	6.03127	98.50893	7.65688	25.30228	4.42804	0.00000	5.88525	10.49255	74.25203	5.03403	6.37686	1083.32214	8.14065	39.62484	16.68911
9.88950	60.67815	5.43471	7.95599	-73.89125	7.46891	22.96296	7.27346	1.00000	7.88353	7.43657	66.15156	3.17012	6.81971	1135.43994	7.41503	39.20343	40.67705
7.86732	57.83180	13.59640	7.94696	-0.18333	7.37288	16.14477	5.77312	0.00000	8.18845	5.15774	60.26298	2.09889	4.03726	1133.29831	6.21127	49.75353	38.96667
6.79697	58.75599	7.77975	8.10540	21.32778	8.58114	11.66942	5.03945	1.00000	8.15040	10.35689	81.38990	3.57498	8.01521	1120.95257	6.78412	53.73432	42
6.32208	18.40275	5.21099	6.36193	-113.3187	7.41557	1.86831	9.36618	0.00000	4.98205	11.97780	76.27236	2.40029	10.44415	1083.04008	7.01645	28.40965	53.51684
7.46840	35.56876	3.96574	6.98783	-73.86586	6.05833	29.03348	6.86194	0.00000	8.03383	6.17339	76.55297	9.27499	3.96674	1196.84831	8.66604	38.29645	45.43341
10.80842	56.22581	8.77960	7.26366	-71.23106		8.74688	4.61600	1.00000	8.50234	7.06524	66.22666	3.68217	9.44659	1125.96703	7.37765	50.57913	-32.45242
5.57076	46.32674	7.94105	6.87342	6.61944	6.10915	24.78167	6.58165	1.00000	7.30447	5.60310	71.29689	5.34292	6.39281	1183.09076	7.93266	28.79687	52.57583
5.91364	70.73588	8.02605	8.64775	79.87116	7.46741	6.39611	5.39133	0.00000	7.36817	10.22982	82.82473	2.69316	6.23079	1198.20649	6.20644	74.40092	6.84019
10.53639	46.42806	8.56128	4.19396	38.07083	7.43402	28.61693	7.79325	1.00000	8.09584	6.65018		5.65358	10.06089	1054.35520	7.94226	30.38667	54.90083
6.35171	48.52732	8.21389	7.47017	153.10236	6.38017	-0.55810	8.30942	0.00000	9.07872	5.72751	77.64899	1.99376	4.22625	1167.08961	6.50848	56.83210	-27.50578
8.19748	39.95952	7.07940	9.37087	-2.12139	6.94336	18.23109	8.45426	1.00000	8.70453	4.81539	66.94625	2.35250	3.36059	1071.66358	6.85899	19.29618	52.48173
4.11270	52.83174	9.54201	5.91837	-95.30106	9.20135	6.70269	4.52349	0.00000	8.54564	6.12439	69.31690	3.60922	8.02789	1190.66059	7.13788	73.73023	32.35126
3.38084	53.46966	6.45943	7.86035	88.28637	8.61484	4.42523	8.45094	1.00000	8.28123	5.79670	62.39827	10.30257	5.44909	1156.99801	8.78409	60.27562	23.07492
7.34835	33.31448	8.35661	7.68937	38.15035	7.61527	5.65770	6.90088	0.00000	9.22470	13.21642	82.54281	7.70644	6.19732	1118.91698	8.28272	23.70018	49.41029
5.54505	57.30521	10.42851	7.78282	-86.19903	7.54529	16.17993	5.86993	0.00000	5.26671	6.83814	85.21239	2.27591	4.63688	1126.15469	6.74228	33.81998	11.84962
7.51990	51.10909	4.36812	9.87671	-91.11667	6.51518	0.85051	8.91084	1.00000	7.60696	7.75556	79.55301	2.06933	5.50018	1076.63449	6.23887	60.13877	14.93333
9.78329	42.16812	6.60326	7.13271	-60.93173	6.46161	9.12424	5.80687	1.00000	9.03496	8.09533	60.90218	6.13736	9.82288	1198.73782	8.10625	59.09572	-31.4488
5.72282	59.96348	6.60109	8.80998	-79.59415	7.74115	11.83262	9.94289		6.74669	5.57706	77.02568	3.32277	6.30736	1184.07079	7.08474	55.27456	-2.13404
6.08246	49.53055	8.85837	5.57255	30.28491	8.71861	16.78552	6.04544	0.00000	7.11757	4.82094	68.28909	2.95913	6.86798	1187.99928	6.82543	31.62170	60.02427
6.59013	39.86782	11.40840	5.06351	49.62251	9.21787	3.64610	8.06966	0.00000	7.24373	3.41846	67.70524	4.02960	4.77888	1199.20836	7.72821	67.05490	27.0174
8.67334	62.09638	10.08526	5.55450	78.95693	7.13637	15.35405	6.16619	1.00000	10.56544	10.16505	67.88922	1.44573	7.95441	1058.34340	6.71336	52.23552	29.21399
6.09793	62.34318	6.54359	8.29166	-99.32556	6.76220	20.93544	7.73871	1.00000	6.04725	5.39594	68.10864	4.89761	3.60514	1069.53164	7.85010	34.63687	19.32889
5.69456	58.59223		3.94182	-60.94228	5.21251	-1.44949	4.15046	0.00000	6.29225	7.85006	75.08566	4.67859	6.64917	1117.36294	7.72427	60.34508	14.67751
7.74605	44.06670	9.27924	6.17157	69.49015	6.03467	19.49984	7.63059	0.00000	7.36872	9.23994	66.72943	3.46793	6.14991	1053.92879	7.20815	63.86452	56.11281
5.98806	43.53861	6.02141	8.66148	74.85849	6.24553	7.32761	9.28654	1.00000	8.60871	5.78899	80.61611	4.10734	6.53961	1162.81333	7.55176	75.13648	31.28092
7.75448	63.73613	6.95597	5.73979	8.77069	8.32653	6.99145	4.52960	0.00000	6.59509	7.24445	69.17281	3.71831	5.24647	1108.79877	6.71556	60.04883	50.80904
9.41915	48.55180	7.05772	7.27287	-8.2194	9.50488	-8.61540	6.40497	1.00000	5.94824	8.99987	72.33333	3.61205	7.64010	1144.84600	7.10272	44.95739	43.48961
6.09647	51.55175	8.69521	6.48155	33.9162	7.71221	7.84488	6.94509	0.00000	7.56388	7.96080	79.76165	0.77654	7.43703	1196.03002	6.23813	65.34093	51.67822
6.37899	50.11346		8.04856	-6.00137	7.65362	0.56677	7.10720	1.00000	9.04163	6.66632	71.43377	4.70512	6.16844	1170.42604	7.71383	53.12711	33.42585
8.50320	52.80243	9.96219	3.95353	26.97253	5.91063	19.62423	6.97414	1.00000	5.49962	10.32050	70.79494	3.15425	9.85444	1172.65801	6.42700	51.05242	49.65186
5.14463	50.68875	5.61725	6.47726	0.47713	7.58765	26.24192	7.73292	0.00000	6.93742	11.40419	50.55397	3.68047	7.90981	1123.57902	7.30583	51.78671	51.39323
5.81756	54.36064	8.79918	5.60479	-77.43532	6.74108	11.23515	4.94981	0.00000	7.56882	8.75652	71.67459	5.60380	5.91968	1146.31633	8.23134	36.22390	20.14298
5.77558	63.50424	7.01882	8.28984	114.51667	6.40108	9.20117	9.29864	1.00000	8.27520	6.55388	76.94743	3.36866	5.77600	1087.57593	6.99550	62.69229	33.78333
8.77137	60.50760	9.01514	7.28324	-78.87836	8.14650	14.90182	6.01762	1.00000	7.98292	6.69676	60.46916	2.91092	7.10857	1155.65094	6.50095	37.62452	35.05266
5.97939	40.65614	9.13736	7.34602	100.04427	7.31921	14.77155	5.84962	1.00000	7.15482	9.45481	67.33063	8.25727	6.41555	1050.62833	8.55826	57.35374	13.8196
8.33430	50.03696	9.12407	7.29550	-73.89875	7.54294	17.81073	4.18207	0.00000	7.92130		70.06861	2.55041	9.67226	1086.17239	7.12905	42.25448	40.93121
4.25567	55.22941	6.08485	7.48996	-77.02303	7.83737	24.75285	5.46957	0.00000	9.08729	6.20909	81.46562	8.31731	6.86787	1151.87388	8.68435	41.17215	38.70734
6.56196	62.81570	11.45997	1.43674	4.74161	6.21714	15.31592	8.68622	1.00000	7.37039	12.40813	64.95312	2.42981	9.81470	1090.19246	7.27832	26.65192	7.62789
8.93213	68.67817	13.16296	4.32214	-82.4017	5.54293	23.22870	5.75689	1.00000	5.77572	6.48787	67.41920	2.59477	8.99547	1138.47413	6.87912	29.26618	23.0072
6.15844	47.22592	7.16953	6.65420	111.50861	6.65924	2.05019	3.92419	0.00000	7.11897	7.28092	61.27065	1.81280	7.06392	1109.95544	5.08065	48.72847	32.54278
6.07751	69.92686	6.66182	8.86375	100.04427	7.73768	11.47627	10.30872	1.00000	7.05236	6.13283	75.53455	4.97505	4.72813	1166.71707	7.84405	42.27791	13.8196
9.61918	51.34739	5.22024	7.63522	111.73861	8.24070	22.32502	4.73560	1.00000	8.06524	8.86475	73.26753	3.38843	12.19948	1084.52051	7.17354	69.34122	35.20889
8.72850	67.61864	10.40145	7.47852	1.04945	8.18094	21.64767	4.88267	1.00000	8.21859	7.79410	75.02066	3.21329	6.96092	1107.24618	7.63128	50.39291	35.06544
5.90080	37.96906	6.32986	9.29523	38.01667	9.18249	9.87123	8.79552	1.00000	8.17090	4.26664		1.61150	4.84248	1152.65648	6.22219	42.43693	-5.41667
5.92884	49.12656	10.53707	7.41478	37.00438	7.68608	4.87315	5.34905	0.00000	9.17098	8.58128	55.83476	10.27207	2.68969	1138.15386	8.86922	41.04976	-7.60361
7.92358	49.09973	7.31505	8.38984	-71.19901	8.85484	31.41695	7.78559	1.00000	6.80207	6.32300	74.07586	4.90612	6.29394	1180.33339	8.15135	62.80147	-30.60106
4.32642	55.79906	7.16731	8.27843	-58.70072	7.99324	2.02990	10.86704	1.00000	8.80165	5.25164	67.80031	3.18041	3.24452	1069.90058	7.03291	44.50623	-34.74785
11.44628	44.92190	8.75685	4.73857	-73.78458	7.01732	19.46333	6.80632	1.00000	8.95383	7.33163	73.14058	10.02933	10.13537	1145.68901	8.79009	31.92583	41.0051
6.06447	65.14138	9.12118	6.93213	106.85417	6.60169	6.58629	5.95439	0.00000	6.21529	9.11376	69.89843	2.52093	5.70155	1111.24129	6.56367	55.85274	-6.48167
6.47460	54.60752	7.70575	5.88631	83.36889	5.42225	14.63544	4.27567	0.00000	6.87916	7.52544	66.03611	5.04762	7.44773	1092.29005	7.99672	55.27168	26.76628
5.27694	60.18223	7.29722	8.20371	-82.35176	7.23531	8.27691	7.54947	1.00000	6.80965	4.20908	78.77627	2.82358	5.04157	1168.76054	6.05295	60.01446	27.71809
5.79253	58.55161	7.77482	7.04604	72.93924	6.12181	18.60624	5.05306	0.00000	8.54213	7.92590	68.78328	2.27409	7.99965	1081.31305	5.73923	46.15522	18.87813
4.42724	61.95704	11.31805	5.20693	-48.52333	6.01364	19.14286	6.16385	1.00000	6.31972	3.72826	46.96402	5.78626	7.42269	1114.40975	8.07036	53.92106	-0.71667
5.47458	36.58568	9.16618	7.02556	10.18003	8.79665	30.16655	6.64561	0.00000	5.90654	5.05276	69.41915	6.95624	5.71406	1084.87791	8.39340	46.91475	24.96334
8.21792	45.50948	9.14560	6.86739	6.8625	6.93248	0.79372	5.26637	1.00000	6.12411	7.88368	66.02711	2.26789	9.02649	1171.58207	5.81914	64.46648	51.47805
8.82285	32.91099	6.92389	8.52859	-75.11028	6.52741	18.62496	6.39776	1.00000	7.09199	8.56751	59.09326	2.89018	5.53513	1128.25045	7.56566	58.32569	-15.21194
7.92042	43.39289	9.45603	6.46127	-85.43772	6.83032	15.77492	5.73461	1.00000	6.74202	7.73948	72.78350	8.16274	8.73228	1178.30765	8.69853	56.42278	10.63504
7.56462	74.41268	8.37415	8.18735	-122.40433	7.99735	23.73095	4.63086	1.00000	7.79596	11.53218	83.60288	14.27524	7.38044	1129.82442	9.22677	43.78477	37.71715
5.09445	52.59190	6.57186	3.06702	38.07083	8.35360	15.83464	5.84740	0.00000	8.53680	7.07770	63.72042	3.48667	7.47523	1115.60805	7.45880	42.17530	54.90083
8.33793	48.54772	5.78697	5.40139	75.92694	6.60715	15.37946	8.51426	0.00000	8.39446	4.05590	63.75246	2.86023	3.59726	1119.09290	5.97745	33.93115	14.46693
9.26150	55.76288	14.33542	8.86830	120.56528	6.17996	25.04296	5.68773	0.00000	8.37536	8.70219	82.03439	4.09622	2.98645	1180.89046	7.83018	57.16725	14.66
5.48132	34.96970	5.89554	9.03823	37.99117	9.06884	23.58888	11.37590	0.00000	8.42231	6.95339	69.10825	3.87830	5.49379	1086.15331	7.64146	42.76289	44.92934
7.52316	45.42666	8.98518	5.17767	21.32778	7.28874	13.42059	7.08936	1.00000	7.70394	9.51010	74.62134	3.15274	8.78860	1172.70013	6.31537	40.18512	42
7.24415	51.50671	7.88655	6.33854	12.84052	5.96662	26.86002	5.61941	1.00000	9.15323	10.16035	72.02916	4.75168	10.35873	1168.99911	7.74764	36.44626	45.78071
9.51942	60.90275	9.07501	6.57836	-88.31476	8.93089	5.68971	6.60865	1.00000	7.13981	8.03645	66.61336	2.12826	6.68099	1108.99717	5.67131	41.19607	36.61033
4.33303	46.61264	7.98173	7.49282	-89.64066	5.97469	7.51227	6.44369	1.00000	7.80419	4.55929	84.33306	3.80307	4.65642	1148.37130	6.12316	55.26253	40.56754
8.07700	67.99617	7.40087	6.68190	-117.79394	8.08951	26.04717	7.04596	0.00000	6.94623	6.86833	70.57623	2.00597	4.33639	1191.68728	5.82672	61.51780	33.76446
5.06263	55.73624	5.93389	9.19607	-120.93549	7.89928	32.16011	10.16351	1.00000	7.60812	4.98725	71.81085	2.02258	3.66202	1115.83893	6.81437	38.06369	37.73604
7.66154	34.50177	9.08711	5.79916	-59.13316	7.33719	24.72273	6.61091	0.00000	6.92616	10.01594	70.62530	5.56213	6.97511	1128.96308	8.17616	63.21433	-37.32167
8.12546	53.23282	8.85703	7.09419	26.01649	9.11296	20.09068	7.64641	0.00000	6.85299	7.34018	67.76686	2.91907	4.40313	1095.01396	7.06812	70.59113	44.43579
9.10167	32.35555	9.02590	6.07203	140.72287	7.48116	17.32884	5.92895	1.00000	8.49897	8.55845	69.23715	7.44212	9.04369	1174.35169	8.41535	48.84131	53.14657
9.82399	37.75887	9.25486	3.88105	86.59509	8.07546	14.89391	7.19591	1.00000	9.08729	7.08486	60.01541	6.00933	11.12079	1087.01669	8.35599	61.17484	26.11527
7.84745	62.05760	11.51809	7.80551	120.56528	5.94248	7.54616	6.29440	0.00000	6.51650	9.02825	76.02247	3.51054	4.74807	1076.80320	7.28867	36.36192	14.66
10.20851	43.83553	9.96289	4.14089	73.66633	7.58364	33.57294	6.50389	1.00000	7.42895	7.57128	75.59019	2.63019	10.86498	1128.91301	6.28034	45.16119	25.92493
8.48118	75.12914	6.85960	8.57328	2.12213	7.67905	20.37774	8.89056	0.00000	7.49817	7.74445	66.85206	5.06774	6.81884	1190.28280	7.86576	54.91355	48.8222
6.67138	63.55132	4.84824	10.19799	122.74754	9.03098	-6.73814	11.47031	1.00000	6.85789	6.09904	74.58205	2.68286	5.74581	1103.75376	6.63495	67.33304	40.85158
6.77169	44.77596	5.57979	8.93938	-71.29144	6.30697	14.60143	8.99929	1.00000	7.56835	6.61127	54.36287	4.93990	5.26232	1109.40095	7.76728	36.17326	41.54566
6.85037	36.72870	9.51366	7.79750	8.64409	8.21714	1.57152	7.65487	0.00000	7.46519	9.19763	63.37913	2.98215	5.86087	1066.25519	7.36658	26.14292	48.07667
9.02841	52.75609	9.07646	4.79834	3.64633	8.19233	27.73767	7.63924	1.00000	5.90434	8.08876	52.75673	2.22963	8.45663	1111.98883	6.33357	41.32744	6.8485
6.07254	57.12834	7.41973	7.26955	27.18052	6.47356	-5.27210	7.77877	0.00000	6.63122	10.14290	93.79158	6.19226	8.75774	1172.78729	8.10105	62.02961	39.12074
4.32635	61.83634	5.78785	8.07972	-6.03731	6.52865	21.79839	6.27132	0.00000	6.35363	7.04718	59.26403	2.24446	6.53210	1144.42165	6.66066	30.40769	37.35813
7.47592	39.50344	9.58800	3.86035	153.10236	7.55866	1.92870	8.74115	1.00000	5.96977	9.07101	72.42658	5.79168	7.79066	1094.39118	8.04230	47.63951	-27.50578
5.62885	26.04678	6.09159	4.20522	13.28702	8.35911	10.65266	5.88444	0.00000	7.63346	10.26651	52.60406	5.38908	8.54327	1143.12187	8.09460	42.68012	52.4581
9.11398	35.53368	11.56204	3.62551	-6.03731	8.49796	-4.80852	7.04994	1.00000	6.95361	8.02450	76.95239	2.00541	9.17302	1132.39645	6.66560	67.39655	37.35813
6.86130	17.28290	8.93386	6.42370	76.03889	5.56833	15.51173	5.83026	1.00000	9.07279	10.00054	57.68979	3.05631	8.74412	1109.07195	7.38853	72.44491	18.18158
7.18027	55.45038	10.29624	4.24922	8.51667	6.28349	8.58342	3.80601	0.00000	6.75585	7.79229	65.79888	2.37473	5.55664	1113.83232	6.83511	62.90181	51.88333
6.86111	47.92717	6.83647	8.03000	120.33063	7.55785	10.53456	9.24260	1.00000	8.11186	8.33689	61.96924	3.01049	6.58439	1141.35654	7.11373	38.74547	37.65181
6.05310	65.05940	11.63131	6.74818	4.74161	7.06373	9.41849	3.43632	0.00000	8.53206	7.27267	56.88120	7.01618	3.61634	1065.67678	8.60476	51.30670	7.62789
9.36208	48.46802	9.92089	6.49309	1.00288	9.79582	14.37431	4.83059	1.00000	7.24579	8.20261	63.19160	8.91799	9.31951	1083.26292	8.50950	46.60151	49.28669
7.17137	44.86629	8.91165	5.91434	24.43973	7.64879	16.38342	5.78727	1.00000	7.38284	10.37656	61.96360	1.56374	9.67167	1094.70509	6.25412	40.10228	0.76755
5.69412	61.62545	9.31711	7.23390	-73.75335	9.31026	1.04583	6.38384	0.00000	8.90429	7.98623	68.84466	4.73215	6.13073	1061.35406	7.71578	65.32592	45.4473
8.32448	47.05617	9.05613	7.29481	10.18003	6.54778	21.02613	5.54195	1.00000	8.01427	9.59709	71.00014	4.11007	7.07665	1137.64078	7.41306	80.84602	24.96334
7.14940	47.12712	4.38796	9.24426	38.12408	6.07880	32.25335	7.41517	1.00000	8.17063	7.50059	73.89865	3.29756	6.48902	1137.77507	7.03402	44.16730	53.77166
5.69059	64.58034	8.75803	4.86595	30.4347	7.71667	5.13454	4.37677	0.00000	7.01022	8.58652	72.80715	13.57509	5.05881	1193.65719	9.24043	40.82341	-1.9487
5.88323	30.39712	6.83912	8.47528	-0.36053	7.79682	4.71077	8.18164	1.00000	7.42413	4.50478	73.54468	2.57760	6.43254	1054.31181	6.80056	41.14351	51.64316
9.32655	59.53452	6.06816	9.12355	40.17171	5.14686	22.30437	9.32702	1.00000	6.28490	8.48062	60.98550	2.29689	10.08491	1162.70229	6.24371	29.71114	58.1908
6.62362	32.23307	5.83261	4.87285	-6.03731	5.98737	24.23776	5.58174	0.00000	5.91193	4.94987	60.20438	42.79060	6.04778	1148.49196	10.42976	47.70619	37.35813
5.62200	33.51121	8.02934	4.78176	-48.62789	7.15964	-3.92831	4.66886	0.00000	5.67338	8.38914	74.65805	10.58268	7.63840	1120.87336	8.94925	55.57825	-17.74431
10.77696	38.53771	9.12731	6.24833	-73.9625	6.03690	8.41211	6.52049	1.00000	7.30254	6.54674	57.97290	3.61158	7.60169	1136.29085	7.44875	40.88502	40.81
7.94075	39.78293	4.59710	9.47943	-105.11221	6.67992	7.14278	8.80037	1.00000	8.92797	7.87960	84.90226	7.30479	9.25053	1193.14975	8.33823	44.89848	39.57582
7.67391	20.98827	9.24131		88.1453	5.67791	24.44083	6.02203	0.00000	8.32184	9.19714	73.69823	2.62654	9.56565	1078.47181	7.00700	42.61531	22.4711
11.37127	42.49306	8.38228	4.13774	24.99798	6.53864	7.09059	7.87691	0.00000	9.03170	4.59690	79.90552	4.69172	3.41940	1054.97154	7.85929	48.85616	-8.73508
5.06699	48.75194	9.56941	7.98048	97.01124	6.61117	12.84067	5.80668	0.00000	7.37564	7.78495	78.05622	2.63560	5.10322	1185.71130	5.71806	39.17461	17.30858
5.93779	37.51308	5.05470	9.43722	75.92694	7.85685	18.73186	9.87161	1.00000	6.64437	6.42203	68.57718	7.43250	4.77892	1057.04477	8.38851	33.43915	14.46693
9.87295	52.71547	9.03742	5.22032	4.7934	8.16940	21.81145	6.96267	1.00000	6.74587	6.66463	88.29174	2.53597	9.18371	1114.12695	5.49777	47.85302	45.69558
5.70536	48.96679	11.26260	6.09928	-61.51889	7.96412	35.54643	7.22364	0.00000	7.29630	5.47437	63.11230	1.84537	5.08693	1161.87302	6.02212	55.76243	10.66668
4.64946	53.74170	9.74945	6.85201	-73.0515	6.76017	0.42608	6.73229	0.00000	9.65444	6.57844	66.29368	1.72713	6.59512	1082.66354	5.62719	41.13096	41.55815
7.15582	48.66493	6.44581	9.33307	-73.26022	7.29562	8.53095	9.81571	1.00000	7.71677	6.39642	69.28822	4.27736	6.57509	1196.05776	7.64777	53.85975	6.46838
8.19901	45.40604	9.65101	6.84704	16.50104	7.00950	20.76022	4.73438	1.00000	7.40626	7.98115	87.19358	9.74526	9.46973	1109.01848	8.72261	56.50691	41.24264
13.06603	47.81188	5.86934	7.80485	-118.03917	6.40758	4.21538	5.92385	1.00000	7.68303	4.51663	65.78038	4.53880	9.35507	1154.02398	7.42062	37.90984	33.95015
8.12387	33.15037	10.97349	6.40095	30.2049	7.47702	11.14470	5.31032	1.00000	7.23713	8.56932	62.90990	4.83676	7.61379	1089.01015	7.65858	53.65700	55.1904
7.76815	57.27335	7.25366	4.67360	11.37703	7.52176	40.21282	3.56508	0.00000	8.26841	7.91925	62.24781	2.53291	7.09557	1101.76695	6.51194	28.95210	48.06919
7.77430	45.74604	5.91949	9.54879	-101.2591	7.55141	-7.46652	10.44019	1.00000	7.60392	6.27557	77.05368	2.35697	6.75200	1165.87100	6.01847	31.49794	21.01858
6.00045	77.23897	8.09670	7.70084	39.28333	7.38442	9.09767	7.13119	1.00000	5.65833	4.62355	82.48757	4.94045	5.88630	1147.23116	8.14283	36.52934	-10.33333
3.37875	59.53391	8.33159	7.19258	19.27498	7.88395	16.39889	5.28714	0.00000	6.21082	6.70606	62.82724	4.04691	7.69904	1113.31718	7.71192	29.96921	50.20528
6.07848	50.31639	9.24815	7.80577	75.37991	6.99472	6.47388	6.90256	0.00000	7.11517	6.67402	62.97112	11.26021	4.84386	1116.30807	8.88399	44.36409	25.75728
8.19335	46.99983	8.81781	4.13024	-81.23621	7.94339	0.58484	7.28404	1.00000	5.37183	9.67286	76.60434	2.13355	10.51693	1181.57228	6.56151	57.19124	33.98154
8.33849	35.30152	11.14584	8.29602	78.15794	8.12703	2.58717	4.29424	1.00000	7.90205	8.40490	67.12330	3.25838	5.43192	1094.83037	6.66471	62.45511	12.1277
5.51977	40.35077	8.76317	5.63102	-105.36369	7.19207	11.37038	4.99759	0.00000	8.21093	6.46281	74.55605	2.27696	6.78442	1083.17119	6.05561	41.41376	22.49396
7.54113	43.50215	11.16531	7.68169	5.06258	6.85879	-1.44179	4.86684	0.00000	9.37335	10.91618	75.21107	4.12864	4.41521	1128.72477	7.37801	38.96662	7.50251
9.67595	59.59394	7.06575	7.00022	-4.1	8.09411	25.87516	6.04703	1.00000	7.30827	9.14871	60.42655	2.84098	8.78137	1105.11809	7.06541	82.77236	48
6.26721	47.23226	9.14991	6.41177	105.75635	7.36906	22.50150	5.46250	0.00000	6.55866	7.04982	85.69850	3.54500	6.56343	1146.98023	7.39160	61.62649	10.29085
9.36481	39.70336	6.08730	9.24911	37.3825	7.26898	16.91785	3.64114	1.00000	7.48993	9.44879	65.51626	12.34851	9.89479	1186.53798	9.09065	65.36075	37.05944
5.90527	45.83182	12.12042	5.52248	8.86374	8.72248	16.88272	8.11922	0.00000	7.97986	4.48304	68.11162	6.02712	5.49878	1172.74406	8.07194	44.86037	44.89784
7.83715	48.53612	10.24551	3.69721	76.35484	6.53425	15.98683	6.97174	1.00000	7.97775	10.05348	76.58509	3.70076	10.35574	1184.51814	7.05368	54.08017	10.10649
6.10407	56.32546	6.40161	7.25072	-122.40433	6.33412	15.87959	4.35501	0.00000	7.61966	8.23006	57.85920	5.80212	6.80471	1131.64594	7.88043	57.12486	37.71715
5.30781	45.71633	5.36634	9.68250	-87.45476	5.20705	23.61772	10.12410	1.00000	6.93979	5.53639	77.03770	5.65159	6.34488	1137.67322	7.97269	59.60533	41.47892
4.21415	59.73305	7.53937	6.91910	19.27498	6.76602	2.37906	7.00608	0.00000	7.30218	7.58648	77.78994	4.37762	5.68561	1102.77463	7.57249	59.32970	50.20528
12.83150	59.60037	6.86431	7.08535	-6.03731	6.69748	13.13595	5.47404	1.00000	5.87715	5.77010	82.65262	4.18469	10.24681	1090.21132	7.23175	34.58204	37.35813
4.77843	44.87820	7.43142	3.31538	39.8302	6.11848	24.16670	3.42665	0.00000	6.57197	7.97928	61.52441	11.95980	6.41428	1106.12400	9.19152	45.06130	64.5635
9.71228	53.77166	7.78112	7.38756	103.61667	6.38993	24.62976	6.30746	1.00000	6.03609	8.19660	66.85677	4.11846	6.97380	1117.42796	7.67272	44.90161	-1.6
5.10652	41.67582	6.23275	8.74308	137.23333	6.76163	16.49767	6.96935	0.00000	7.33856	4.85744	67.18307	2.57870	7.80736	1060.07803	6.68074	56.54587	35.8
3.48558	39.27473	7.06475	7.30446	84.13864	6.45915	13.67644	4.01142	0.00000	7.53099	7.19135	69.69648	7.35213	7.99527	1085.62327	8.41541	54.65868	22.88783
8.35796	75.06447	10.84549	5.47454	74.80555	6.90753	17.89616	8.77318	0.00000	6.69945	4.12653	62.74806	16.44491	4.33043	1081.58447	9.38928	38.66750	34.08565
1.79660	50.64444	10.55979	6.74341	-63.90389	8.74309	6.72130	2.86646	0.00000	6.55104	7.30513	82.27447	8.45356	10.37734	1116.04786	8.56740	32.88964	-8.76194
9.06430	38.50739	9.44412	4.65549	-73.86586	7.34090	35.27356	6.12027	1.00000	8.33630	9.36055	61.94053	17.61371	10.84227	1140.89625	9.50584	48.48087	45.43341
6.98332	67.23767	5.41013	9.32532	19.21437	6.15607	10.35472	7.80339	1.00000	7.46015	4.96546	77.27209	1.36083	7.00587	1189.87384	5.49745	60.50075	44.75874
5.50652	61.61035	10.72990	2.41842	65.27258	7.75022	22.38077	8.72272	1.00000	7.27898	12.15637	76.23596	2.89992	8.93743	1116.76531	6.67788	31.06890	58.04254
